"text","label"
"no major issue",0
"esene mein itna dard ki hilna mushkil",2
"severe breathlessness patient baat nahi kar pa raha",2
"tez bukhaar bina sardi ke",1
"bukhar tez h sardi nhi",1
"mild hhedchhe",0
"halka bukhaar hai",0
"palptatons mild",1
"oxyggen level critical",2
"baadn garm haik hansi nahi",1
"no major pproblem hai 81",0
"mild sore throat",0
"high fever no cough 6",1
"normall cold cough 129",0
"severe chest pain hai asans nahi aa rrahi",2
"mild hedaache",0
"oxygne dropping",2
"chest tightness mild",1
"fever 102 no cold just weakness",1
"sir mein ahlka drad",0
"continuos fever",1
"palpitations mild",1
"kamzori lag rahi hai",0
"fvr highh no cld 110",1
"halka as body ache",0
"chakkar aur kamzori",1
"bilkul nahi aa rahi emergency hia",2
"rsepratry distrss seevr",2
"chest pin brethign problem",2
"puls vry hgh unconsious 105",2
"nahi aa",0
"thoda weakness hai",0
"oxygn level critcl",2
"fever 102 body pain",1
"mild hedche",0
"tthodi khansi hai",0
"bukhaarr 102 khansi nahi",1
"minor allergy",0
"oxgyn critcla",2
"fvr 102 body pin",1
"oxygn critcl 97",2
"pules very high behosh hain",2
"spo2 isue",2
"slight coold haii",0
"mild sa headache ho rahaa hai",0
"low fever stable",0
"halki khsai",0
"sliight fevr stable 31",0
"no mjor issue",0
"low grade feeevr",0
"dizziness while standing",1
"mild sore",0
"fever high hai boody pai nbhi",1
"thoiid kamzori",0
"high temperature body pani",1
"mino upset",0
"high ffever with body ache",1
"dizziness and weakness",1
"thodi kamzori",0
"mlid chst pain",1
"sirf bbukhaar hai cold bilkul nahhi",1
"badan mein bahut ddard hai bukhaar ke saath",1
"bukhaar 101 sirr dard",1
"pulse very ihgh aur behosh",2
"fever with body no",1
"thoda sa dard",0
"oxygn level critcl 55",2
"low grade fever 110",0
"shortnes of breath",1
"minor allergy 1000",0
"tez bukhaar aur badan dard",1
"chest crushing pain radiating arm",2
"no major problem",0
"3 din se bukhaar naih j araha",1
"fver without cold",1
"severe chest tightenss cannot breathe",2
"thoda weakness hai 22 35",0
"seene mein discomfort",1
"slight runny nose",0
"halki khasi hai 121",0
"chest pain breathing problem 24",2
"minor sisue hai kooi badi baat nahi",0
"mild naausea 70",0
"halka bukhaar hai",0
"dizziness nd wekness",1
"severe breathlessness patient baat nahi kar par aha",2
"seene mein itna dard ki hilna mushkil",2
"spo2 drop ho raha hai breathing issue",2
"pain",2
"behosh hho gaya pulse high",2
"bukhaar high fever 138",1
"high fevre no cold 131",1
"mild breathlessness on exertion",1
"patient unconscious not responding",2
"oxygn low patint unconscous 22",2
"emergency hai patient collapse ho gaya",2
"sans thodi mmushkill hai",1
"severe chest pain cannot 86",2
"no",0
"chhati mein halka dard",1
"hhigh fever no couhg",1
"thodi khanssi",0
"102 fever no cold",1
"minor issue hai koi badi baatt nahi",0
"tez bukhaar aur badan dadr 123",1
"minor issue hai koi badi baat nahi",0
"sevr chest pain cant mov",2
"patient hosh mein nahi hai",2
"badan hai khansi nahi",1
"chhaati me dard saans aa rahi",2
"cannot breathe at all",2
"sevr breathlesness",2
"ppalptatons milld",1
"genral weakness",0
"thoddi khansi hai",0
"sevr chst tghtnes cant breathe",2
"kamzori lag rahi hai",0
"high fever no cold",1
"patient collapse ho gaya",2
"routnie problme hai",0
"mild hedche 146 2",0
"oxygen low hai patient unconsccious 64",2
"mujhe tez bukhaar hai cold nahi hai",1
"seene mein discomfort",1
"chhoti si chot lagi",0
"cant breth at all",2
"fever 102 body pain",1
"snas lene mein thodi problem 109",1
"bbukhaar nahi bas",0
"tez bukhaar bina sardi ke",1
"bhookh kam lag rahi hai",0
"routine problem hai",0
"tez bukhaar ibna sardi ke",1
"minor ache",0
"slight ffatigue",0
"thodi si fatigue",0
"fever high hai bodyp ain bhi",1
"patient not breathing 115",2
"pulse very high unconscious 103",2
"chhoti si chot lagi",0
"behhosh pade hain pulse nahi aa raha",2
"bukhr hgh fever",1
"no issue",0
"behosh ho gaya pulse bahut high",2
"mild shortness of berath",1
"n omajor problem hai 38",0
"halka sa body ache",0
"bukhaar hai khansi",1
"mild sa headache ho raah hai",0
"fevr 103 body ach",1
"silgt fever 37",0
"mild chest pain",1
"sevr chst tightness 123",2
"mild chest pain",1
"fever 102 no cough just body pain",1
"critical breathing faliure",2
"critical breatihng failure",2
"oxygen bahut kam hai",2
"oxygen level crittical 26",2
"sevrc hsst tghtnes cant breathe",2
"halki khasii hai",0
"fever with vomiting 71",1
"chakkaar aur kamzori",1
"no majr sisue 0",0
"fever",0
"mein crushing dard",2
"halka bukhaar hai 25",0
"patient respond nahi karr aaha oxygen low",2
"diizzyness weakness",1
"bukhaar nahi bas kamzori",0
"low fever stable 117",0
"chst crushng pain 25",2
"breathing problm mild 30",1
"chaati me dard saans nahi aa rahhi",2
"pulse bahut fas thai behosh hain 118",2
"chhati dab rahi hai saans nahi 84",2
"badan mein bahut dard hai bukhaar ke saath",1
"behosh ho gy pulse high 48 94",2
"chest discomfort mild",1
"chest pain itna severe hai emergency call karro 144",2
"neend nahi aa rahi",0
"emergency unconscious patient",2
"bukhaar hai khansi nahi",1
"genrrrl wekness",0
"behosh ho gya pulse ghh",2
"emergency unconscious patient",2
"nausea 53",0
"nahi bas kamzori",0
"pet  mein thoda dard 73",0
"fever without cold 2 din se",1
"fever hai but cold nahi 3 se",1
"halkii zukam hai",0
"slight cough no fever",0
"witth vomiting",1
"bukhaar hai khansi nahi",0
"genral weakkness",0
"crritical breathing failure 132",2
"sligt fever 92 135",0
"mild hedche",0
"si chot lagi 123",0
"halik  saans ki taklif",1
"spo2 80 se neeche gaya emergency",2
"oxygen low patient 18",2
"thoda sar dard h 30",0
"bukhr hgh fever",1
"behosh pade hain saans mushkil se aa rahi",2
"oxygen ddropping rapidly",2
"oxygen low unconscious",2
"3  din se bukhaar nahi ja raha 5",1
"norml cold cough",0
"saans nhai aa rahi hai",2
"low fever stbale 87",0
"emergency hai pattient collapse gaya",2
"saans rukne wali hai 1",2
"mmild chst pain 85",1
"slight fever stable",0
"behosh ho gayeh ain",2
"chest pain breathin gproblem",2
"mild sa headache ho raah hai",0
"chhatim ein crushing",2
"halki hai",0
"mild fever no cold",0
"high temperature body pain",1
"fever without cold 2 din se 15",1
"tez bukhaar aur badan dard",1
"halka bukhaaarh ai",0
"generel weaknessss",0
"saans nahi le pa rahe hain",2
"headche",0
"chhakkar aur kamzori 24",1
"small cut minor injury",0
"fever chills",1
"puls vry hgh unconsiious 58",2
"spo2 80 se neeche gaya emergency",2
"fever with body pain no cold",1
"bukhar tez h sardi nhi",1
"mild fever without",0
"oxygen mmask chahiye patien tunconscious",2
"genrl wwekness",0
"fevr 103 body ach  136",1
"normal zukam",0
"spo2 emergeny",2
"mild fever without clod 88",0
"respiratory distress severe",2
"mildd headache",0
"sans lene mein dikkat ho rahi hai",1
"mil dsa bukhar h stablee h",0
"patient respond nahi kar raha oxygen olw",2
"severe breathlessness cannot speak",2
"paitent not breathing",2
"norml cold cough",0
"milds hortness ofb reath",1
"low grade fever",0
"mild headdache 60",0
"normal zkuam",0
"chest tighttness mild 96",1
"no major issue",0
"patient ho",2
"fever 101 headache",1
"mild chest pain",1
"miled headache 771",0
"mujhe tez bukhaar hai cold nahi hai",1
"bukhaar nahi bas kamzori",0
"halka bukharrr h",0
"behosh ho gaaey hain",2
"idzziness while stadning",1
"slight fatigue",0
"pulse very high behosh hain",2
"bukhar tez sard inhi",1
"severe breathlessness cannot 122",2
"routine problem hai",0
"seene mein halka drad",1
"pulse very hhigh aur behosh hain",2
"high fever without cold symptoms 82",1
"routine checkup",0
"fever 102 no cough just body pain 111",1
"hai patientt collapse ho gaya",2
"bukhaar pain no cough no cold 43",1
"chest tightness cannot breathe",2
"halka bukhra h 14",0
"thodi si fatigue",0
"fvrr 102 body pin",1
"general weakness 144",0
"contniuos fever",1
"hgh fever no lcd",1
"no majr issue",0
"bukhaar 101 sir dard",1
"severe chest pain hai saans nahi aa rahi",2
"thoda bukhaar hai khansi nahi 121",0
"thoda sar dard h 92 142",0
"oxygen criitical level pe hai",2
"sevr chest pain cant mov",2
"fever without cold 2 din se",1
"kam rahi hai",0
"thodi kamzori",0
"oxygen dropping rapidly",2
"slight frv",0
"spo2 drppnig emregeny",2
"sevr chest pain cant",2
"ligght",0
"halki khasi hai",0
"saans nahi le pa rahe hain",2
"bukhaar ke satah ulti 25",1
"sevr breathlesness",2
"chhati dab rahi hai saans nahi",2
"patient respoond nahi kar raha oxxygen low",2
"cold",0
"high fever without cold symptoms",1
"chest mein bahut  tez dard saans ruk rahi",2
"severe chest pain hai saans  nahi aa rahi 107",2
"no majr issue 100",0
"nromal zukam 28",0
"minor stomach upset",0
"high efver",1
"thakaan ho rahi hai",0
"fever 102 body pain 71",1
"fever 103 other symptoms",1
"emergecnyy unconscious patient",2
"routnie checkup",0
"respiratory distress severe",2
"badan mein bahut dard bukhaar ke",1
"seenem ein discomfort",1
"ferv 103 body ach",1
"normol cold cough",0
"mild nnausea",0
"minor stomach upset",0
"oxygen gir raha hai patient unconscious hai",2
"idzziness and weaknesss ho rahi hai",1
"halka sa body",0
"bukhaar hgh",1
"mujhe bukhaar hai cold nahi hai",1
"puls vry hgh unconsious",2
"mild  headache",0
"chest pain breathing problem",2
"seene mein halkad ard",1
"dizziness feel ho hai",1
"pet thoda kharba hai",0
"bukhaar 103 koi symptom naih",1
"routine checkpu",0
"small cut minor injury",0
"low grade fever",0
"normml cold cough 7",0
"chakkar aa raahe hain 39",1
"saans rukne wali hai",2
"dizzyness weakness",1
"halki zukam hai",0
"sans thodim ushkil hai 83",1
"puuls vry hgh unconsious 128",2
"bukhaar 101 sir dard 11",1
"bukhaar ke saath ulti",1
"fver",1
"patient baat nahi kar pa raha oxygen low",2
"normol codl cough",0
"sliight fvr",0
"sevr chst tghtnes cant brreathe",2
"breathing thodi difficult ho rahi hai",1
"bukhaar hgh fever 59 120",1
"spo2 drpping emegreny",2
"halka buhkaar hai 77",0
"mild chest 79",1
"bukhaar zyad ahai",1
"bohot tez dard saans ruktee ja rahi",2
"oxygen mask chahiye jaldi 7",2
"spo2 80 se neeche gaya emergency",2
"oxygen maask chahiye patient unconscious",2
"light cold",0
"fever without cold 3 days",1
"minor bbody ache",0
"chst tightnss mild",1
"fever 102 no cough just body pain",1
"saans nahi le pa rahe hain",2
"modrte chest pain",1
"no complaints",0
"light breathing problem",1
"respratry distrss sevr",2
"oxygn level critcl",2
"ssaans rukne wali hai",2
"chhati mein halka dard",1
"general weakness feel  ho rahi  hai",0
"chakkar aa rahe hain 23 66",1
"palptatons milld",1
"bukhaar hgihf ever",1
"cannot breathe at all",2
"dizziness feel ho hai",1
"sirf hlaka bukhaar hai cold nahi",0
"fever 101h eadache",1
"fever high hai body pain bhi",1
"persistnt headachef",1
"chst ipn brething problm 53",2
"mlid",1
"light cold 126",0
"chkaakr aa rahe hain",1
"oxgyn critcal",2
"chest pain breathing probllem 110",2
"slight fvr 87",0
"patient collapsed 35 108",2
"lene mein dikkat ho rahi hai",1
"hosh nahi aa raha pulse zyada",2
"seenee mein halka",1
"general weakness feel ho rahi hai 16 94",0
"dizziness feel ho raha hai",1
"fvr 120 bbody pin",1
"behosh ho gy pulse high",2
"chhoti si agi",0
"fever 103 no other symptoms",1
"patient baat kar pa raha oxygen low 16",2
"condition hai oxygen low",2
"behosh h ogaya pulse bahut high",2
"dizzyness wekaness",1
"bukhaar body pain no cough no cold",1
"mildb reathlessness on  exertion",1
"sevr chst tghtne scant breathe",2
"condition hai oxygen",2
"high no cld",1
"problem hai 31",0
"mild ssore thhroat",0
"saans lene mein thodi taklfi 134",1
"seene mein halka dard",1
"hchati halka dard",1
"moderate fever with chills",1
"mild shortness of",1
"behosh ho gaya pulse high",2
"fver cold",1
"seene meinn itna dard ki hilna mushkil 118",2
"low patient",2
"mild sore throat",0
"normal zukma",0
"kamzori 20",0
"bukhaar pain no cough no cold",1
"nausea",0
"spo2 90 emergency",2
"hghf ever no cld",1
"mild hedaache",0
"hosh nahi aa raha pulse zyada 60",2
"oxygen low hai patient unconsicous",2
"low fever no cough no cold",0
"sevr chest pain cannt mov",2
"mild fever without cold",0
"mild sa bkuhar h stabble h",0
"bukhara haii pr khansi nahi",1
"bukhaar 102 khansi nahi",1
"behosh gaya pulse high 66",2
"light ocld",0
"fever with body no cold",1
"slight fevr stable",0
"patient collapsed",2
"light cold",0
"fvr 012 bodyp in",1
"heart attack symptoms sevvere chset pain",2
"thoda sar h",0
"102 fever no cold",1
"no mjor issue 17",0
"slighht fatigue",0
"general wekaness feel ho rahi hai 149",0
"fever with body pain no cold",1
"highh feveer with body ache",1
"wekness 130",0
"severe chest pain cannot 60",2
"mild sa ho raha hai",0
"mild shortness bretah",1
"seene mein thodi jalan",1
"chhoti si chot lagi 125",0
"spo2 low brething isue 115",2
"saans nahi le pa rahe hain",2
"chest pain itna severe hai  emergency call karo",2
"behosh ho gaye hain",2
"light breathing 78",1
"slight cold hai 143",0
"no mjor issue 38 13",0
"persisteent fever 3 days",1
"seene mein discomfort",1
"fever with body no cold 143",1
"saans ki nali abnd ho rahi hai",2
"mild shortness of breath",1
"chest discomfrt",1
"sasn lene mein thodi problem 144",1
"mildn ausea",0
"bukhr high fever 17 83",1
"bukhr high fever",1
"slight cold hai 110",0
"thoda sa sir dard",0
"fever hai but cold nahi 3 days se",1
"slight hai",0
"continuoous fever since 2 days",1
"continuous fever since 2 days",1
"chhati halka dard",1
"bukhar tez h sardi nhi",1
"patient baat nahi kar pa raahh oxygen low",2
"halki fever ha isardi nahi 28",0
"unresponsive low oxygen",2
"chest crushing pain radiating 144",2
"slight fatigue",0
"oxygn low patint unconscous",2
"thoda sa dard",0
"halki fever hai sardi nahi",0
"low fever no cough no cold",0
"chakkar aa rahe hain",1
"chest discomfort ho raha hai",1
"mujhee bukhaar h kahnsi nhi h",1
"dizziness waekness",1
"emergency patinet",2
"thoda sar dard h 58",0
"minor allergy 120",0
"chti me drd sns nhi rhi",2
"saans le pa rahe hainn",2
"sevr chst tghtnes cant breathe 58",2
"mildh eadche",0
"unconscious patient",2
"mujhe bukhaar h khansi nhi h",1
"geneeral weakness",0
"tez bukhaar bina sardi",1
"fever with body pain no cold",1
"oxygn level critcl",2
"halki fever ahi sardi nahi",0
"gneerl wekness",0
"bukhaar ke saath ulti",1
"thdoi kamzori 13",0
"behosh ho gya pulse hgh 68",2
"sirf zukam hai nahi 65",0
"sveere chest tightness breathe",2
"mild chest pain",1
"mild fveer without cold",0
"mild sa headache ho raha hhai",0
"low brething iissue",2
"bukhaar bahut zyadah ai",1
"oxgy ncritacl",2
"light",0
"mild chest tightness feel ho rahi hai",1
"tez bukhaar bdaan dard",1
"seene mein itna dard ki hilna mushkil",2
"generl wekness",0
"ccannot breathe at all 145",2
"mujhe h khansi h",1
"dizziness  wekness",1
"halka hai 105",0
"oxyegn bahut kam hai",2
"emergency unconscious patient",2
"slight runny nose",0
"pet thodda kharab hai 42",0
"oxyg nlevel critcl",2
"light brething",1
"thhodi khansi hai",0
"sevr chest pain cant mov",2
"halki zuakm hai",0
"norml cold cough",0
"minor allergyy 109",0
"spo 2olw brething issue",2
"sseene mein thodi jalan",1
"halkki fever hais ardi nahi",0
"mild sore throat",0
"heart attack symptoms severe chest pain 5 64",2
"slight fvr",0
"bukhaa r102 khansi nahi",1
"routine checkup 108",0
"no  complaints 97",0
"slight fvr",0
"oxygen critical level pe hai",2
"seene mein itna dard ki hilna mushkil",2
"slight cough no fever",0
"high fever with bbody ache",1
"routine hai",0
"oxygn level critcl",2
"bukhaar bahut zyada  hai 67",1
"no major problem hai",0
"3 din se bukhaar nahi ja raha",1
"attack symptoms severe chest",2
"saans rukne wali hai 18",2
"bukhaar hai",0
"light cold",0
"sevr breathlesness",2
"halki hai sardi nahi",0
"behosh gaya pulse bahut",2
"ssevere breathlessness baat nahi kar pa raha",2
"cold cough 111",0
"pateint unconscious oxgyn low",2
"mild nausea",0
"milled headache",0
"behosh pade hain pulse nahi aa raha",2
"bukhaar ke saath ullti 102",1
"chhati mein halka dard",1
"respratry distrss sevr",2
"chest pain itna severe emergency call karo 33",2
"chest pain radiating arm",2
"routine checkup",0
"mild shortness of breath",1
"genrall weakness",0
"palpittatoins mild",1
"patient not responding",2
"tez bukhaar sardi ke 132",1
"continuos fever",1
"chest discomfrt",1
"cut minor",0
"allergy",0
"pulse very high aur behosh hain 8",2
"imld sa bukhar h stable h",0
"chakkar aur kamzori",1
"pet thoda kharab hai",0
"dizziness nd wekness 110",1
"mild",0
"mild shortnes oof breath",1
"bukhaar hai p rkhansi nahi 35",1
"chhoti sic hot lagi",0
"bukhaar hfever",1
"bukkhaar body pain no cough no cold 37",1
"respiratory distress severe",2
"chhati mein bahut tez dard saans nahi",2
"oxygen crittical level pe hai",2
"hosh nahi aa rahap ulse zyada",2
"halka bukhaar haai 69",0
"low fever no cough no ocld",0
"fever 1011 headache",1
"fvr 101 headach",1
"high temperature body pain",1
"neend nahi aa rahi",0
"fevr  103 body ach 71",1
"collapse ho gaya",2
"thoda bukhaar hai khansi nahi",0
"normol cold cough 67 106",0
"saans nahi le pa rahe hain 148 127",2
"high fvr bina khansi ke 08",1
"badan mein bahut dard hai bukhaar ke saath 23",1
"breathing thodi diffficult ho rahi hai 40",1
"chest discomfrt",1
"fever 102 cough just body pain",1
"oxygen level critical",2
"halki zukam",0
"pet thoda kharab haii",0
"bohot tez dard saans ruktee ja rahi 43 120",2
"bohot tez dard saans ja rahi",2
"bukhaar high fever",1
"slight cough no fever",0
"oxxygen bahut kamh ai",2
"chaati me dard saans nahi aa rahi",2
"high fever noc old 117",1
"oxygenl ow hai patient unconscious",2
"saans lena impossible ho raha hai",2
"mein halka dard",1
"sirfb ukhaar hai cold bilkul nahi 90",1
"fever 102 body pain",1
"bukhaar bahut hai",1
"miled",0
"chhoti si chot lagi",0
"spo2 low brething isue",2
"fever with body pain no cold",1
"sans lene mein dikkat ho rahi hai",1
"chst tightnss mild 137",1
"fever without cold 2 din 62",1
